customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status,total_value,customer_tenure_days
c2881,male,teenager,multan,2025-05-29,o6881,2024-03-08,burger king,pasta,chinese,4,1034.14,wallet,13,2025-06-28,218,inactive,3,2025-07-03,delivered,4136.56,30
c6836,female,senior,multan,2024-04-19,o10836,2024-03-09,subway,sandwich,italian,3,1453.8,card,33,2025-02-26,416,active,5,2024-11-01,delivered,4361.4,313
c6837,other,senior,karachi,2024-02-25,o10837,2024-03-09,pizza hut,burger,continental,1,495.9,wallet,13,2025-07-22,361,inactive,1,2024-08-29,cancelled,495.9,513
c1010,male,senior,islamabad,2023-12-05,o5010,2024-03-09,kfc,pizza,fast food,1,533.92,card,2,2025-07-08,303,active,4,2024-08-28,delayed,533.92,581
c5322,female,teenager,islamabad,2024-08-11,o9322,2024-03-09,kfc,sandwich,chinese,1,106.7,card,11,2024-10-25,103,inactive,3,2024-10-02,delayed,106.7,75
c5604,other,adult,peshawar,2024-10-08,o9604,2024-03-09,subway,pasta,fast food,1,951.59,wallet,29,2025-06-17,277,inactive,5,2024-10-08,delivered,951.59,252
c5301,other,teenager,peshawar,2025-05-25,o9301,2024-03-09,pizza hut,burger,chinese,3,735.16,cash,1,2025-07-18,413,active,5,2025-04-09,delivered,2205.48,54
c4422,male,senior,lahore,2024-02-02,o8422,2024-03-09,burger king,fries,dessert,5,1252.97,wallet,3,2024-09-21,206,inactive,5,2024-10-18,delivered,6264.85,232
c5867,female,adult,karachi,2023-11-04,o9867,2024-03-10,mcdonald's,pizza,continental,2,1175.65,cash,40,2024-10-27,248,active,3,2025-03-07,delivered,2351.3,358
c3971,other,teenager,islamabad,2025-03-12,o7971,2024-03-10,pizza hut,pizza,fast food,3,550.56,card,9,2025-03-12,111,active,1,2025-06-19,delivered,1651.6799999999998,0
c6556,other,teenager,karachi,2024-07-26,o10556,2024-03-11,mcdonald's,sandwich,dessert,4,636.22,card,41,2025-03-09,278,active,1,2025-04-22,delayed,2544.88,226
c3048,other,teenager,lahore,2024-08-08,o7048,2024-03-11,subway,pasta,dessert,5,440.01,cash,27,2025-03-06,261,inactive,1,2024-11-01,cancelled,2200.05,210
c6968,female,teenager,peshawar,2024-06-06,o10968,2024-03-11,pizza hut,fries,italian,5,370.2,card,24,2024-12-10,379,active,1,2025-03-26,cancelled,1851.0,187
c2181,male,senior,karachi,2023-12-21,o6181,2024-03-12,kfc,pizza,fast food,5,589.58,cash,36,2025-07-30,263,active,3,2024-11-11,delivered,2947.9,587
c3730,female,adult,karachi,2024-12-12,o7730,2024-03-12,burger king,pizza,chinese,5,437.22,card,5,2025-01-08,34,active,5,2024-09-27,delayed,2186.1000000000004,27
c4982,female,senior,islamabad,2024-04-23,o8982,2024-03-12,subway,pasta,dessert,4,640.27,wallet,23,2025-02-09,385,inactive,5,2025-05-11,delivered,2561.08,292
c6030,other,adult,karachi,2024-07-23,o10030,2024-03-12,subway,fries,continental,2,674.2,card,15,2025-01-15,187,active,1,2025-06-08,cancelled,1348.4,176
c1580,other,adult,peshawar,2024-01-18,o5580,2024-03-12,kfc,burger,fast food,3,387.37,card,29,2024-11-22,437,inactive,1,2024-09-26,cancelled,1162.1100000000001,309
c3367,female,senior,islamabad,2023-11-06,o7367,2024-03-12,kfc,pizza,dessert,5,169.82,cash,23,2024-12-19,153,inactive,4,2025-06-23,delayed,849.0999999999999,409
c4354,male,teenager,peshawar,2024-05-05,o8354,2024-03-12,subway,sandwich,italian,2,1420.8,wallet,12,2024-10-31,93,inactive,5,2025-07-16,delayed,2841.6,179
c3421,female,adult,lahore,2025-03-05,o7421,2024-03-13,burger king,pizza,fast food,2,173.07,wallet,38,2025-06-06,426,active,1,2024-12-25,cancelled,346.14,93
c6890,other,senior,peshawar,2024-05-24,o10890,2024-03-13,subway,sandwich,italian,1,609.51,cash,47,2025-03-18,159,active,4,2025-07-29,delayed,609.51,298
c1222,other,adult,islamabad,2024-05-08,o5222,2024-03-13,burger king,fries,dessert,1,613.12,card,3,2024-08-25,124,active,1,2025-08-07,delivered,613.12,109
c6648,other,adult,islamabad,2024-10-09,o10648,2024-03-13,mcdonald's,pizza,continental,2,906.52,card,13,2025-05-13,1,active,3,2025-07-06,cancelled,1813.04,216
c2686,female,senior,lahore,2025-03-12,o6686,2024-03-13,mcdonald's,sandwich,italian,4,1304.46,card,10,2025-07-13,235,active,3,2025-04-25,delivered,5217.84,123
c4929,male,adult,multan,2023-12-15,o8929,2024-03-13,mcdonald's,burger,dessert,5,841.97,cash,11,2025-01-27,338,inactive,5,2025-08-20,delivered,4209.85,409
c6779,other,teenager,multan,2024-01-10,o10779,2024-03-13,kfc,sandwich,chinese,5,831.37,card,3,2024-10-27,52,active,4,2025-04-04,cancelled,4156.85,291
c6553,other,teenager,karachi,2023-08-22,o10553,2024-03-13,subway,pasta,continental,1,552.93,card,20,2025-06-29,331,active,4,2025-02-14,delayed,552.93,677
c2370,female,adult,karachi,2024-09-30,o6370,2024-03-14,subway,pizza,italian,3,846.31,wallet,18,2024-10-13,448,active,5,2025-08-06,delayed,2538.93,13
c2884,male,teenager,peshawar,2024-11-27,o6884,2024-03-14,pizza hut,pizza,italian,4,754.14,cash,49,2025-04-03,89,inactive,4,2025-08-21,delayed,3016.56,127
c4548,female,senior,multan,2024-10-12,o8548,2024-03-14,subway,burger,fast food,4,1100.18,cash,12,2025-03-07,368,active,5,2025-07-27,delivered,4400.72,146
c5447,male,adult,lahore,2024-06-23,o9447,2024-03-14,burger king,pasta,continental,4,1052.58,card,47,2024-12-17,75,inactive,5,2025-04-20,delayed,4210.32,177
c3173,male,senior,multan,2024-05-25,o7173,2024-03-14,pizza hut,fries,italian,4,918.48,cash,42,2024-12-11,99,inactive,3,2024-11-11,cancelled,3673.92,200
c4915,other,teenager,lahore,2023-10-08,o8915,2024-03-14,burger king,fries,italian,1,1477.97,cash,38,2025-04-09,154,inactive,2,2024-10-11,delivered,1477.97,549
c2886,male,teenager,peshawar,2024-06-26,o6886,2024-03-15,subway,pasta,chinese,3,1320.57,wallet,46,2025-04-27,273,active,1,2024-12-03,cancelled,3961.71,305
c3558,male,teenager,islamabad,2023-10-25,o7558,2024-03-15,kfc,pasta,chinese,3,1355.75,card,21,2024-11-21,161,inactive,3,2025-02-25,cancelled,4067.25,393
c1480,male,teenager,multan,2024-10-18,o5480,2024-03-15,kfc,sandwich,italian,2,1092.53,card,19,2025-02-04,500,active,1,2024-10-03,delivered,2185.06,109
c4387,male,senior,karachi,2024-06-17,o8387,2024-03-15,kfc,burger,fast food,5,1233.15,cash,25,2025-03-10,347,active,4,2025-06-02,cancelled,6165.75,266
c3277,other,teenager,islamabad,2024-12-20,o7277,2024-03-15,mcdonald's,pasta,italian,2,1321.33,wallet,33,2025-04-27,160,inactive,2,2024-09-19,delivered,2642.66,128
c6049,male,adult,lahore,2024-02-08,o10049,2024-03-15,burger king,sandwich,continental,5,108.79,card,41,2025-06-05,290,active,2,2025-01-23,cancelled,543.95,483
c3360,female,teenager,karachi,2024-04-07,o7360,2024-03-16,subway,sandwich,dessert,2,1375.22,cash,8,2024-11-12,27,active,3,2025-07-21,delivered,2750.44,219
c5902,male,senior,lahore,2024-02-13,o9902,2024-03-16,kfc,fries,continental,3,457.71,card,11,2024-10-08,40,active,2,2025-05-06,cancelled,1373.1299999999999,238
c2364,male,teenager,islamabad,2025-01-14,o6364,2024-03-16,subway,fries,italian,4,1103.42,cash,7,2025-03-31,276,inactive,4,2025-03-25,cancelled,4413.68,76
c4778,other,teenager,peshawar,2024-10-04,o8778,2024-03-16,kfc,pasta,chinese,1,135.21,cash,21,2025-01-27,279,active,5,2024-12-15,delivered,135.21,115
c6429,other,teenager,lahore,2024-06-10,o10429,2024-03-16,subway,pizza,fast food,1,798.27,card,29,2025-05-12,295,active,4,2025-05-24,delivered,798.27,336
c6301,male,adult,multan,2024-03-10,o10301,2024-03-17,subway,pizza,fast food,5,1415.19,cash,40,2025-04-06,19,inactive,5,2024-09-26,delayed,7075.950000000001,392
c4993,female,senior,multan,2024-07-22,o8993,2024-03-17,mcdonald's,pizza,fast food,5,230.58,card,36,2025-07-22,485,inactive,3,2024-08-29,delivered,1152.9,365
c4133,female,adult,multan,2023-12-05,o8133,2024-03-17,subway,pizza,fast food,4,590.66,card,2,2025-04-17,387,active,2,2024-10-02,delayed,2362.64,499
c5254,other,senior,karachi,2025-04-18,o9254,2024-03-17,pizza hut,burger,italian,3,1036.96,wallet,28,2025-06-20,395,inactive,4,2025-04-12,delivered,3110.88,63
c4218,male,senior,karachi,2023-09-04,o8218,2024-03-17,subway,fries,dessert,2,387.95,wallet,47,2025-05-06,347,inactive,2,2024-12-05,delivered,775.9,610
c2231,female,adult,multan,2024-11-26,o6231,2024-03-17,subway,fries,fast food,2,665.96,card,18,2025-07-19,265,inactive,4,2024-11-08,delayed,1331.92,235
c1095,other,senior,multan,2023-09-25,o5095,2024-03-17,burger king,pasta,continental,5,1215.95,cash,31,2025-03-21,29,inactive,4,2025-04-08,cancelled,6079.75,543
c4459,other,teenager,peshawar,2024-09-23,o8459,2024-03-18,kfc,sandwich,italian,1,609.81,wallet,12,2025-08-21,80,active,3,2025-03-07,delivered,609.81,332
c2286,female,adult,multan,2024-03-02,o6286,2024-03-18,subway,burger,fast food,3,345.92,cash,20,2024-09-24,352,active,4,2024-10-01,cancelled,1037.76,206
c1504,female,adult,peshawar,2024-02-05,o5504,2024-03-18,subway,pasta,chinese,3,1037.31,cash,42,2024-09-05,88,inactive,2,2025-03-17,delivered,3111.93,213
c3654,female,teenager,multan,2023-11-10,o7654,2024-03-18,subway,pasta,fast food,4,1302.37,cash,10,2025-03-23,247,inactive,2,2025-05-30,cancelled,5209.48,499
c1527,male,adult,islamabad,2023-11-24,o5527,2024-03-18,kfc,burger,fast food,4,880.77,wallet,32,2025-08-13,335,inactive,3,2024-12-16,cancelled,3523.08,628
c6783,male,adult,karachi,2025-06-14,o10783,2024-03-18,subway,pizza,chinese,1,632.37,card,49,2025-08-07,353,active,5,2025-01-16,delayed,632.37,54
c4151,male,teenager,islamabad,2024-06-29,o8151,2024-03-18,kfc,fries,italian,1,466.39,card,20,2025-02-08,282,inactive,4,2025-02-04,delivered,466.39,224
c2076,female,senior,lahore,2024-10-10,o6076,2024-03-18,subway,pasta,fast food,3,662.32,card,27,2025-05-25,134,active,3,2025-04-30,delivered,1986.96,227
c1608,other,adult,multan,2024-04-26,o5608,2024-03-19,mcdonald's,fries,chinese,2,1219.27,wallet,4,2024-12-28,330,active,4,2025-06-27,cancelled,2438.54,246
c5910,male,adult,islamabad,2025-04-12,o9910,2024-03-19,pizza hut,sandwich,continental,4,910.65,cash,37,2025-06-03,468,inactive,1,2024-09-11,delayed,3642.6,52
c5747,female,adult,multan,2024-02-24,o9747,2024-03-19,pizza hut,sandwich,continental,4,181.72,cash,10,2025-05-23,213,active,3,2025-04-10,delayed,726.88,454
c3471,male,adult,peshawar,2023-09-16,o7471,2024-03-20,burger king,pizza,chinese,5,1292.82,card,19,2024-11-19,64,inactive,1,2025-04-25,delayed,6464.099999999999,430
c1627,male,adult,peshawar,2023-12-07,o5627,2024-03-20,pizza hut,pasta,dessert,4,343.08,cash,6,2024-09-09,109,active,1,2025-03-04,delivered,1372.32,277
c3726,other,adult,peshawar,2024-09-26,o7726,2024-03-20,mcdonald's,burger,dessert,4,514.51,card,5,2025-03-23,77,inactive,1,2024-11-18,cancelled,2058.04,178
c6385,other,teenager,lahore,2024-09-04,o10385,2024-03-20,kfc,pizza,italian,1,754.68,wallet,11,2025-03-15,329,active,1,2024-12-15,cancelled,754.68,192
c3419,other,adult,peshawar,2024-05-01,o7419,2024-03-20,subway,pasta,chinese,3,1404.24,wallet,23,2025-05-25,350,inactive,4,2025-07-19,cancelled,4212.72,389
c1298,other,senior,karachi,2024-05-31,o5298,2024-03-21,burger king,burger,italian,5,249.79,card,16,2024-11-10,236,inactive,5,2025-05-09,delayed,1248.95,163
c2995,other,adult,peshawar,2023-11-25,o6995,2024-03-21,pizza hut,pasta,fast food,2,1350.08,cash,8,2024-10-25,28,inactive,3,2025-05-19,delivered,2700.16,335
c5199,female,adult,islamabad,2024-02-24,o9199,2024-03-21,mcdonald's,burger,italian,4,716.08,cash,34,2025-05-30,136,active,4,2025-04-04,cancelled,2864.32,461
c4328,female,senior,lahore,2025-02-13,o8328,2024-03-21,pizza hut,burger,continental,1,1029.2,card,37,2025-08-13,200,inactive,3,2024-09-26,delivered,1029.2,181
c1225,male,teenager,karachi,2024-04-28,o5225,2024-03-22,pizza hut,pasta,fast food,1,663.09,cash,39,2024-09-18,327,inactive,5,2024-11-23,delivered,663.09,143
c2535,male,teenager,multan,2025-06-11,o6535,2024-03-22,burger king,fries,chinese,1,693.19,card,17,2025-08-19,495,inactive,5,2025-06-22,cancelled,693.19,69
c3966,other,teenager,lahore,2024-10-21,o7966,2024-03-22,pizza hut,sandwich,dessert,1,856.76,cash,41,2025-06-25,214,inactive,3,2025-01-18,cancelled,856.76,247
c1187,female,teenager,peshawar,2024-08-16,o5187,2024-03-22,kfc,pasta,continental,1,540.87,cash,33,2024-11-14,438,inactive,2,2025-03-11,cancelled,540.87,90
c5916,male,adult,peshawar,2025-02-18,o9916,2024-03-22,burger king,pasta,chinese,3,1147.9,wallet,50,2025-07-30,257,active,4,2024-12-06,delayed,3443.7000000000003,162
c1063,male,senior,lahore,2023-09-17,o5063,2024-03-22,mcdonald's,burger,chinese,3,559.13,cash,17,2025-01-12,306,active,5,2025-03-23,cancelled,1677.3899999999999,483
c1754,other,adult,karachi,2024-01-15,o5754,2024-03-22,pizza hut,fries,continental,1,380.58,card,19,2024-09-29,8,inactive,3,2025-01-19,delivered,380.58,258
c4030,male,adult,karachi,2025-02-16,o8030,2024-03-23,kfc,burger,continental,5,301.69,wallet,46,2025-08-17,367,active,2,2025-01-31,cancelled,1508.45,182
c4105,other,senior,peshawar,2024-08-01,o8105,2024-03-23,burger king,burger,dessert,2,1469.53,wallet,20,2025-04-01,76,inactive,2,2025-08-10,delayed,2939.06,243
c4316,male,adult,lahore,2023-11-08,o8316,2024-03-23,pizza hut,pasta,dessert,2,265.29,cash,30,2025-05-17,383,active,2,2025-04-15,cancelled,530.58,556
c1805,other,teenager,islamabad,2023-12-05,o5805,2024-03-23,subway,burger,dessert,3,1248.99,wallet,49,2025-08-20,372,inactive,5,2025-05-26,delivered,3746.9700000000003,624
c3323,other,adult,karachi,2024-08-05,o7323,2024-03-23,burger king,burger,continental,1,238.13,cash,15,2025-01-16,451,active,1,2025-01-19,delivered,238.13,164
c2943,female,teenager,multan,2023-11-18,o6943,2024-03-23,mcdonald's,burger,italian,5,1269.83,card,4,2024-12-24,259,inactive,3,2024-09-11,cancelled,6349.15,402
c5818,male,adult,multan,2025-06-30,o9818,2024-03-23,mcdonald's,fries,dessert,5,541.95,card,26,2025-07-25,444,active,1,2024-12-21,delivered,2709.75,25
c4096,male,teenager,lahore,2024-06-08,o8096,2024-03-23,subway,fries,dessert,2,649.95,cash,24,2025-04-21,125,inactive,4,2025-02-12,cancelled,1299.9,317
c4361,other,senior,peshawar,2024-09-20,o8361,2024-03-23,subway,burger,continental,4,347.58,card,21,2025-08-14,101,active,4,2024-10-12,delivered,1390.32,328
c1100,male,adult,karachi,2024-03-24,o5100,2024-03-23,kfc,pizza,dessert,1,486.5,card,29,2025-05-05,305,inactive,5,2025-07-11,delayed,486.5,407
c2361,male,adult,peshawar,2025-03-15,o6361,2024-03-23,subway,fries,italian,5,1038.7,wallet,38,2025-07-09,431,inactive,4,2025-06-20,delivered,5193.5,116
c4170,female,adult,peshawar,2024-08-26,o8170,2024-03-23,pizza hut,pizza,dessert,4,648.86,card,24,2025-06-16,289,active,4,2024-08-22,delivered,2595.44,294
c3445,male,senior,peshawar,2024-08-20,o7445,2024-03-23,mcdonald's,burger,chinese,1,1013.21,cash,4,2025-03-30,45,active,4,2024-11-25,delayed,1013.21,222
c5855,female,senior,lahore,2023-08-22,o9855,2024-03-24,pizza hut,pasta,italian,3,344.33,wallet,9,2024-11-03,348,active,5,2024-09-17,delivered,1032.99,439
c2565,female,adult,islamabad,2023-10-02,o6565,2024-03-24,kfc,burger,fast food,3,1312.89,cash,1,2024-08-26,24,active,3,2024-12-11,delivered,3938.67,329
c1477,male,adult,peshawar,2024-02-26,o5477,2024-03-24,subway,sandwich,italian,1,478.89,cash,1,2025-03-05,211,active,2,2024-12-07,cancelled,478.89,373
c6130,male,adult,lahore,2024-07-18,o10130,2024-03-24,pizza hut,sandwich,continental,1,781.67,cash,19,2024-12-01,372,inactive,3,2025-06-11,cancelled,781.67,136
c4720,female,teenager,multan,2024-06-30,o8720,2024-03-24,kfc,burger,continental,3,1200.85,wallet,28,2025-04-18,26,inactive,1,2025-03-21,delayed,3602.5499999999997,292
c5054,male,adult,islamabad,2023-09-21,o9054,2024-03-25,pizza hut,pizza,fast food,2,608.73,wallet,20,2024-09-12,210,inactive,3,2025-02-01,delivered,1217.46,357
c2887,other,senior,lahore,2023-10-03,o6887,2024-03-25,subway,pizza,fast food,3,543.45,wallet,46,2024-11-07,257,active,1,2024-10-05,delivered,1630.3500000000001,401
c5332,other,teenager,lahore,2025-03-09,o9332,2024-03-25,burger king,burger,fast food,3,997.42,card,7,2025-04-14,383,inactive,4,2024-11-13,cancelled,2992.2599999999998,36
c3747,female,teenager,islamabad,2025-05-11,o7747,2024-03-25,burger king,fries,chinese,1,1049.77,cash,36,2025-06-19,472,inactive,1,2024-11-24,delivered,1049.77,39
c2778,other,senior,lahore,2024-07-28,o6778,2024-03-25,subway,pizza,chinese,5,1375.95,cash,23,2025-03-10,53,active,4,2024-08-21,delivered,6879.75,225
c5170,other,senior,lahore,2023-09-13,o9170,2024-03-25,kfc,pizza,chinese,2,487.09,card,17,2024-09-21,0,active,3,2025-01-04,delayed,974.18,374
c3912,male,adult,islamabad,2024-01-04,o7912,2024-03-26,kfc,pizza,continental,2,178.58,cash,29,2025-02-09,35,inactive,1,2025-04-08,delivered,357.16,402
c4810,female,teenager,islamabad,2023-12-15,o8810,2024-03-26,pizza hut,sandwich,dessert,3,729.52,cash,21,2025-05-30,69,active,2,2025-08-20,cancelled,2188.56,532
c1223,other,senior,multan,2024-02-28,o5223,2024-03-27,burger king,fries,continental,2,811.36,cash,22,2024-10-04,14,active,1,2025-06-27,delivered,1622.72,219
c5641,other,senior,islamabad,2023-10-13,o9641,2024-03-27,pizza hut,burger,chinese,4,620.96,card,17,2025-08-21,206,active,2,2025-04-09,cancelled,2483.84,678
c5897,female,adult,multan,2023-09-21,o9897,2024-03-27,kfc,fries,dessert,5,526.51,card,23,2024-11-07,235,inactive,2,2025-04-19,delivered,2632.55,413
c5591,female,senior,multan,2024-02-21,o9591,2024-03-27,kfc,pizza,fast food,4,238.95,cash,15,2025-06-24,382,inactive,2,2024-12-02,delivered,955.8,489
c5805,other,adult,islamabad,2024-06-17,o9805,2024-03-28,subway,pasta,italian,1,231.35,wallet,6,2024-10-07,247,active,2,2025-07-05,delivered,231.35,112
c6355,female,teenager,karachi,2024-10-16,o10355,2024-03-28,mcdonald's,sandwich,continental,4,128.63,cash,23,2024-11-28,154,active,5,2024-11-15,delayed,514.52,43
c5581,male,teenager,multan,2024-01-13,o9581,2024-03-28,pizza hut,pizza,dessert,1,1316.01,cash,28,2025-01-11,215,active,4,2024-09-30,delivered,1316.01,364
c2138,male,teenager,islamabad,2023-12-04,o6138,2024-03-28,mcdonald's,fries,fast food,2,816.36,card,13,2025-03-08,450,inactive,5,2024-10-25,delivered,1632.72,460
c6819,female,adult,lahore,2024-05-22,o10819,2024-03-28,mcdonald's,fries,italian,2,787.92,wallet,33,2025-06-09,212,active,3,2025-03-30,cancelled,1575.84,383
c4976,female,senior,islamabad,2025-04-15,o8976,2024-03-28,subway,pasta,chinese,4,927.18,card,12,2025-06-04,26,inactive,1,2025-03-04,delivered,3708.72,50
c2402,other,teenager,lahore,2024-06-11,o6402,2024-03-29,burger king,pasta,fast food,5,292.15,wallet,42,2024-10-16,211,active,4,2025-01-21,cancelled,1460.75,127
c5893,male,teenager,karachi,2023-09-09,o9893,2024-03-29,burger king,fries,continental,1,1405.01,card,23,2024-10-23,417,active,1,2025-01-27,delivered,1405.01,410
c5643,female,adult,peshawar,2024-03-12,o9643,2024-03-29,kfc,pasta,continental,2,141.51,cash,4,2025-05-07,72,inactive,5,2025-02-02,delivered,283.02,421
c4042,female,adult,multan,2024-08-28,o8042,2024-03-29,subway,pizza,fast food,4,929.83,cash,9,2024-10-16,479,active,1,2025-04-14,delayed,3719.32,49
c6270,other,teenager,islamabad,2025-04-04,o10270,2024-03-29,subway,pizza,dessert,5,939.29,wallet,24,2025-08-17,229,inactive,1,2025-04-19,delayed,4696.45,135
c4007,female,teenager,karachi,2023-10-07,o8007,2024-03-29,mcdonald's,pasta,continental,4,975.23,card,26,2024-11-19,189,active,5,2025-03-01,delivered,3900.92,409
c4035,female,teenager,lahore,2023-10-08,o8035,2024-03-29,kfc,sandwich,continental,5,526.05,card,18,2024-11-01,155,active,2,2025-06-05,delayed,2630.25,390
c4278,female,teenager,lahore,2024-12-28,o8278,2024-03-29,pizza hut,burger,dessert,2,1399.76,card,33,2025-08-21,186,active,4,2024-08-24,delayed,2799.52,236
c2771,male,adult,lahore,2023-08-22,o6771,2024-03-29,subway,fries,continental,4,1381.05,cash,49,2025-04-08,161,inactive,4,2024-12-15,cancelled,5524.2,595
c1188,male,adult,lahore,2025-04-19,o5188,2024-03-30,subway,sandwich,continental,3,1219.68,cash,3,2025-06-21,464,inactive,5,2024-10-18,delivered,3659.04,63
c3979,male,senior,peshawar,2024-12-13,o7979,2024-03-30,subway,fries,fast food,4,865.03,card,4,2025-07-10,95,active,1,2024-10-09,delayed,3460.12,209
c3274,male,adult,karachi,2024-01-17,o7274,2024-03-30,mcdonald's,burger,continental,1,1249.58,card,30,2025-08-05,419,inactive,3,2024-11-19,delayed,1249.58,566
c4545,male,adult,multan,2023-10-28,o8545,2024-03-30,burger king,sandwich,fast food,5,372.09,card,3,2025-03-28,417,active,5,2025-03-26,delayed,1860.4499999999998,517
c6462,other,adult,lahore,2025-06-19,o10462,2024-03-30,kfc,pasta,continental,5,1478.75,cash,13,2025-07-21,383,active,4,2025-02-07,delivered,7393.75,32
c6654,male,adult,karachi,2023-10-23,o10654,2024-03-31,subway,pasta,italian,2,186.77,card,24,2025-06-14,88,inactive,1,2024-10-10,delayed,373.54,600
c3749,female,adult,multan,2023-11-13,o7749,2024-03-31,subway,burger,fast food,4,330.41,wallet,28,2024-10-05,71,inactive,3,2025-08-20,cancelled,1321.64,327
c4902,female,senior,islamabad,2024-02-23,o8902,2024-03-31,mcdonald's,burger,dessert,2,456.28,cash,11,2025-04-14,186,inactive,4,2024-09-09,cancelled,912.56,416
c2955,other,senior,islamabad,2023-10-02,o6955,2024-04-01,subway,sandwich,continental,4,559.68,wallet,25,2025-01-25,468,active,5,2025-04-04,delayed,2238.72,481
c4436,male,teenager,lahore,2024-04-05,o8436,2024-04-01,pizza hut,sandwich,italian,5,227.21,card,41,2025-06-29,310,active,5,2025-03-31,delivered,1136.05,450
c2930,other,adult,islamabad,2024-05-31,o6930,2024-04-01,kfc,pasta,fast food,5,693.13,card,36,2025-02-01,201,inactive,2,2025-08-15,cancelled,3465.65,246
c5523,male,adult,islamabad,2024-12-05,o9523,2024-04-01,burger king,burger,chinese,2,348.66,card,31,2025-07-28,41,inactive,5,2025-03-22,delayed,697.32,235
c6339,other,senior,multan,2023-09-14,o10339,2024-04-01,mcdonald's,sandwich,italian,4,1339.93,wallet,19,2025-08-09,77,inactive,3,2024-12-01,delayed,5359.72,695
c2923,female,adult,peshawar,2023-09-15,o6923,2024-04-01,burger king,sandwich,italian,3,747.98,wallet,36,2025-08-02,408,active,1,2025-06-28,delayed,2243.94,687
c3499,other,adult,peshawar,2024-05-01,o7499,2024-04-01,kfc,pizza,dessert,3,1107.28,cash,28,2025-07-18,185,active,4,2025-02-14,cancelled,3321.84,443
c5784,female,teenager,peshawar,2024-01-04,o9784,2024-04-01,kfc,burger,italian,3,164.1,card,5,2025-08-10,126,active,5,2025-02-10,delivered,492.29999999999995,584
c2475,female,adult,lahore,2023-12-22,o6475,2024-04-01,mcdonald's,pizza,continental,1,400.61,card,29,2025-06-11,206,active,3,2025-05-21,cancelled,400.61,537
c2288,male,adult,karachi,2024-09-11,o6288,2024-04-02,kfc,burger,dessert,3,464.29,cash,34,2025-01-20,124,inactive,5,2025-07-10,delivered,1392.8700000000001,131
c3961,female,adult,peshawar,2024-06-06,o7961,2024-04-02,pizza hut,fries,continental,4,987.34,wallet,14,2025-02-18,310,active,4,2025-05-16,delayed,3949.36,257
c3198,male,adult,islamabad,2024-08-15,o7198,2024-04-03,pizza hut,sandwich,continental,2,396.31,card,26,2025-07-01,15,inactive,1,2025-03-04,delivered,792.62,320
c6778,female,senior,peshawar,2025-02-08,o10778,2024-04-03,burger king,pizza,fast food,1,443.64,card,49,2025-06-05,387,inactive,2,2025-07-05,delayed,443.64,117
c1648,other,teenager,karachi,2024-09-24,o5648,2024-04-03,subway,fries,fast food,2,1463.89,card,3,2025-04-25,305,inactive,5,2024-11-29,cancelled,2927.78,213
c6421,female,senior,peshawar,2023-10-21,o10421,2024-04-03,subway,pizza,dessert,2,1016.61,card,34,2025-06-22,367,active,2,2024-12-16,cancelled,2033.22,610
c5411,female,senior,peshawar,2025-06-04,o9411,2024-04-03,burger king,sandwich,fast food,1,1295.96,cash,29,2025-06-27,161,inactive,2,2024-09-23,cancelled,1295.96,23
c2488,male,adult,peshawar,2023-12-30,o6488,2024-04-03,mcdonald's,pasta,fast food,4,1114.24,cash,42,2025-05-12,97,inactive,3,2025-06-16,delivered,4456.96,499
c6034,male,senior,islamabad,2023-10-12,o10034,2024-04-04,subway,pizza,chinese,5,1477.52,cash,37,2025-02-22,214,active,5,2024-12-20,delivered,7387.6,499
c2075,male,teenager,islamabad,2024-03-21,o6075,2024-04-04,mcdonald's,pasta,chinese,3,1384.97,cash,6,2024-09-10,109,active,5,2025-01-19,delayed,4154.91,173
c6823,other,teenager,islamabad,2025-02-16,o10823,2024-04-04,subway,fries,continental,2,789.15,wallet,26,2025-07-16,314,active,2,2024-12-01,delivered,1578.3,150
c3398,other,teenager,karachi,2023-11-09,o7398,2024-04-04,kfc,fries,dessert,3,736.23,cash,16,2025-07-11,55,inactive,3,2025-03-14,delayed,2208.69,610
c5116,female,teenager,islamabad,2025-01-16,o9116,2024-04-04,pizza hut,burger,chinese,2,772.17,card,25,2025-03-25,387,active,1,2025-07-14,delayed,1544.34,68
c5576,other,teenager,multan,2025-01-10,o9576,2024-04-04,subway,pizza,fast food,3,1444.31,cash,32,2025-04-11,319,inactive,2,2025-01-30,delayed,4332.93,91
c1665,female,senior,karachi,2025-02-26,o5665,2024-04-04,subway,burger,fast food,2,753.44,card,34,2025-06-16,371,inactive,5,2025-05-22,cancelled,1506.88,110
c5064,female,adult,peshawar,2024-05-12,o9064,2024-04-05,burger king,sandwich,dessert,5,1204.31,card,4,2024-11-28,232,active,1,2025-01-17,delayed,6021.549999999999,200
c1911,other,teenager,peshawar,2025-04-13,o5911,2024-04-05,kfc,fries,dessert,3,1271.26,wallet,18,2025-04-24,471,inactive,5,2025-07-26,delivered,3813.7799999999997,11
c1937,other,teenager,multan,2024-12-02,o5937,2024-04-05,kfc,burger,fast food,2,615.89,wallet,26,2025-04-05,372,active,4,2025-05-24,cancelled,1231.78,124
